"phenotype","mean","var"
"22607_2",0.0873841309265091,0.0797481445887278
"22608_0",0.757965226600768,0.183453941864815
"22608_1",0.576614684573246,0.244130190107742
"22608_2",0.112782121665835,0.100062314698388
"22609_0",0.899705112487989,0.0902358230509639
"22609_2",0.106670683134183,0.0952920484938701
"22609_1",0.351092091368866,0.227826434747102
"22610_0",0.944810944833082,0.0521432233567005
"22610_1",0.243757017740849,0.184339534042936
"22610_2",0.0661745647151631,0.0617954916999218
"22611_0",0.852043740905684,0.126065204489132
"22611_1",0.499656197320557,0.249999881799718
"22611_2",0.166375288130686,0.138694551630117
"22612_0",0.974763038707569,0.0246000570771556
"22612_1",0.108543064334742,0.0967614675195663
"22612_2",0.0165060099140693,0.016233561550786
"22613_0",0.960249587892332,0.0381703168449385
"22613_2",0.041964426610158,0.0402034135094387
"22613_1",0.158365448355673,0.13328583312278
"22614_0",0.99407621054967,0.00588869816887818
"22614_1",0.0384043748085454,0.0369294788041102
"22614_2",0.00595326009157114,0.00591781878585324
"22615_0",0.970368239355581,0.0287537194055307
"22615_1",0.14598589183742,0.124674011221853
"22615_2",0.0390891542467229,0.0375611922669988
"22616_0",0.982907108141614,0.0168007249063033
"22616_1",0.0734731044772844,0.0680748073957545
"22617_2315",0.0617121416581641,0.0579037532301268
"22617_2451",0.013691867162558,0.0135043999361609
"22617_3113",0.0114428024443494,0.011311864716569
"22617_1173",0.00258916718779142,0.00258246340106508
"22617_4111",0.038124389735488,0.0366709206427847
"22617_4215",0.0594411348451437,0.0559078863334651
"22617_2132",0.0386071158213475,0.0371166064293045
"22617_3539",0.0217226738636738,0.0212507993038862
"22617_2421",0.0216349054844266,0.0211668363491065
"22617_5421",0.00201867272268483,0.00201459768312352
"22617_2121",0.0102579293245126,0.0101527042104859
"22617_4123",0.0346355966604132,0.0334359721043903
"22617_4132",0.0139332302054877,0.0137390953015286
"22617_3533",0.00562814731922457,0.00559647127697767
"22617_9119",0.00199673062787304,0.00199274369467276
"22617_5434",0.00884266420915205,0.00876447149883623
"22617_3119",0.0221395736650978,0.0216494129430255
"22617_2211",0.0164565711088438,0.0161857523761833
"22617_2112",0.0117061075820909,0.0115690746273674
"22617_7111",0.0512567334803454,0.0486294807532702
"22617_2312",0.0276470394628575,0.0268826806717967
"22617_4150",0.0441255526665131,0.0421784882683879
"22617_3211",0.0555354419686447,0.052451256653992
"22617_9139",0.010850365884431,0.010732635444605
"22617_3543",0.00736157280935611,0.00730738005512866
"22617_2314",0.0842795861720918,0.0771765375267528
"22617_5231",0.00854644592919286,0.00847340419117224
"22617_8137",0.00488211609562365,0.0048582810380525
"22617_3311",0.0225784155613336,0.0220686307120734
"22617_5315",0.00647291796947855,0.00643101930243895
"22617_6221",0.00468463724231752,0.00466269141622542
"22617_3431",0.00556232103478919,0.00553138161949513
"22617_3221",0.00532095799185948,0.00529264539790835
"22617_9219",0.0366432983356921,0.0353005670227736
"22617_3312",0.0128141833700863,0.0126499800746441
"22617_2123",0.00731768861973253,0.00726414005299716
"22617_7211",0.00851353278697517,0.00844105254646027
"22617_3541",0.00443230315198192,0.00441265784075085
"22617_3132",0.00775653051596836,0.00769636675032321
"22617_4217",0.0331325631658054,0.0320347964238694
"22617_2442",0.0165553105354968,0.0162812322285701
"22617_5216",0.00244654357151477,0.00244055799606745
"22617_4113",0.0529133616386356,0.0501135377987346
"22617_1136",0.0179266914612338,0.0176053251944875
"22617_3534",0.00952286914831759,0.00943218411150161
"22617_2129",0.00829411183885726,0.00822531954766178
"22617_3563",0.0111356131169843,0.0110116112374931
"22617_7125",0.002106441101932,0.00210200400781609
"22617_3422",0.00257819614038552,0.00257154904504722
"22617_4122",0.0301923224610254,0.0292807461254348
"22617_1151",0.0144817825757825,0.0142720605492103
"22617_1234",0.0160945265444492,0.0158354927597592
"22617_4216",0.0154362637000954,0.0151979854630766
"22617_6214",0.00388375078168713,0.00386866726155287
"22617_2321",0.0130555464130161,0.0128850991208736
"22617_2411",0.0119364995776147,0.0117940195554483
"22617_1134",0.00667039682278467,0.00662590262901126
"22617_9233",0.00726283338270305,0.00721008463395814
"22617_2111",0.0118487311983675,0.0117083387673563
"22617_5223",0.0132530252663222,0.0130773825876124
"22617_2131",0.020439061317184,0.0200213060896563
"22617_6139",0.00173342549013154,0.0017304207262017
"22617_6231",0.00354364831210436,0.00353109086874448
"22617_2434",0.0087000405928754,0.00862434988655772
"22617_4135",0.00825022764923367,0.00818216139296949
"22617_6123",0.00503571075930619,0.0050103523764548
"22617_5241",0.0116402812976555,0.0115047851489669
"22617_1231",0.00381792449725175,0.00380334794978504
"22617_2317",0.0158751055963313,0.0156230866186366
"22617_2423",0.0117390207243085,0.0116012161167428
"22617_4141",0.00724089128789126,0.0071884607812482
"22617_6111",0.0142733326750705,0.0140696046494173
"22617_3111",0.028546665350141,0.027731753247528
"22617_3433",0.00567203150884815,0.00563985956741078
"22617_3131",0.0120900942412972,0.0119439238625338
"22617_3413",0.002106441101932,0.00210200400781609
"22617_4131",0.0168624998628619,0.0165781559612369
"22617_3217",0.0018541070115964,0.00185066929878595
"22617_3411",0.00209547005452611,0.00209107905977669
"22617_1223",0.00625349702136063,0.00621439079636446
"22617_2443",0.002633051377415,0.00262611841785889
"22617_4112",0.044871583890114,0.0428581248493064
"22617_2311",0.0340102469582771,0.0328535500601141
"22617_5111",0.00186507805900229,0.00186159954283612
"22617_3421",0.00351073516988667,0.00349840990845359
"22617_7112",0.0101372478030478,0.0100344840100274
"22617_9111",0.00417996906164632,0.00416249692029
"22617_3112",0.0104554081778187,0.0103460926176539
"22617_8139",0.0134943883092519,0.013312289793411
"22617_5221",0.00346685098026309,0.00345483192454373
"22617_2113",0.00804177774852165,0.00797710755916503
"22617_3532",0.00729574652492073,0.00724251860756484
"22617_6124",0.025277293223184,0.0246383516704932
"22617_2124",0.010214045134889,0.0101097184168715
"22617_3542",0.0125289361375331,0.0123719618967947
"22617_6219",0.00221615157599096,0.00221124024818319
"22617_2122",0.0174988206124039,0.0171926118895788
"22617_2316",0.0132639963137281,0.0130880627155175
"22617_2422",0.0084367354551339,0.00836555694999399
"22617_1122",0.0116293102502496,0.011494069393353
"22617_9134",0.00619864178433115,0.00616021862436069
"22617_2128",0.00365335878616332,0.00364001175574288
"22617_1161",0.00556232103478919,0.00553138161949513
"22617_2329",0.0112782367332609,0.0111510381094494
"22617_6113",0.00260013823519731,0.00259337751635518
"22617_4121",0.00445424524679371,0.00443440494607513
"22617_5323",0.00401540335055788,0.00399927988649021
"22617_2432",0.00242460147670298,0.00241872278438215
"22617_5222",0.00340102469582771,0.00338945772684608
"22617_1183",0.00209547005452611,0.00209107905977669
"22617_3562",0.0158641345489254,0.015612463783939
"22617_2444",0.00584756826734248,0.00581337421270125
"22617_5244",0.00253431195076194,0.00252788921369816
"22617_3319",0.00151400454201363,0.00151171233226039
"22617_1163",0.0192322461025354,0.0188623668123869
"22617_8133",0.00438841896235834,0.00436916074136915
"22617_1233",0.00296218279959188,0.00295340827265368
"22617_3222",0.00328034317436286,0.00326958252302127
"22617_2433",0.00471755038453521,0.00469529510290458
"22617_9225",0.00665942577537878,0.006615077823721
"22617_3215",0.00144817825757825,0.00144608103731253
"22617_2127",0.00515639228077105,0.00512980389941785
"22617_4136",0.00702147033977334,0.00697216929404102
"22617_3442",0.00265499347222679,0.00264794448188923
"22617_7212",0.0184642727841227,0.0181233434146762
"22617_7129",0.0118267891035557,0.0116869161630557
"22617_5215",0.00291829860996829,0.00290978214319135
"22617_7121",0.00911694039429944,0.00903382179214623
"22617_6114",0.00708729662420871,0.00703706685076919
"22617_8122",0.00307189327365084,0.00306245674536613
"22617_6122",0.00978617428605909,0.00969040507890197
"22617_5249",0.00599019188361913,0.00595430948481655
"22617_2441",0.0148328560927712,0.0146128424729023
"22617_5113",0.00636320749541959,0.00632271708578982
"22617_6212",0.00441036105717013,0.00439090977251553
"22617_2216",0.00111904683540138,0.00111779456958155
"22617_3561",0.0359960065387443,0.0347002940520069
"22617_3531",0.00512347913855336,0.00509722910007017
"22617_5314",0.00469560828972342,0.0046735595525129
"22617_6115",0.0128580675597099,0.0126927376583399
"22617_8216",0.00188702015381408,0.00188345930875318
"22617_1141",0.00433356372532886,0.00431478395076737
"22617_2214",0.00117390207243086,0.0011725240263552
"22617_2213",0.00449812943641729,0.00447789626799053
"22617_2319",0.0178498941293925,0.017531275408962
"22617_1112",0.0305982512150435,0.0296619982376246
"22617_3432",0.00434453477273475,0.00432565979034325
"22617_2212",0.00311577746327442,0.00310606939407377
"22617_2431",0.00848061964475749,0.00840869873519844
"22617_6121",0.00353267726469846,0.00352019745604194
"22617_2126",0.00664845472797288,0.00660425277770297
"22617_1225",0.00392763497131071,0.00391220865484285
"22617_8117",0.0013165256887075,0.00131479244881847
"22617_3115",0.00388375078168713,0.00386866726155287
"22617_5213",0.00140429406795467,0.00140232202612537
"22617_9223",0.00560620522441277,0.00557477568739454
"22617_3231",0.0116512523450614,0.0115155006638531
"22617_5414",0.00178828072716102,0.00178508277920189
"22617_1171",0.00635223644801369,0.00631188554012222
"22617_3218",0.00410317172980504,0.00408633571156077
"22617_3537",0.0167418183413971,0.0164615298600207
"22617_1152",0.0122985441420092,0.0121472899539963
"22617_8149",0.00408122963499325,0.00406457319965971
"22617_3512",0.00127264149908392,0.00127102188269873
"22617_3513",0.00375209821281638,0.00373801997181776
"22617_5492",0.00216129633896148,0.00215662513709667
"22617_2322",0.00516736332817694,0.00514066168441155
"22617_9226",0.00171148339531975,0.0017085542199073
"22617_8132",0.00591339455177786,0.00587842631665286
"22617_1221",0.00441036105717013,0.00439090977251553
"22617_8131",0.00465172410009984,0.00463008556299639
"22617_1137",0.0139990564899231,0.013803082907315
"22617_3214",0.00155788873163721,0.00155546171433705
"22617_4114",0.0173232838539095,0.0170231876904264
"22617_4212",0.011475715586567,0.0113440235383433
"22617_8211",0.00769070423153298,0.00763155729995606
"22617_5214",0.00288538546775061,0.0028770600184531
"22617_1135",0.0128251544174922,0.0126606698316597
"22617_4211",0.0114098893021317,0.0112797037282448
"22617_8121",0.00189799120121998,0.00189438883062007
"22617_1121",0.010214045134889,0.0101097184168715
"22617_9121",0.00592436559918375,0.00588926749143096
"22617_7123",0.00302800908402725,0.0030188402450143
"22617_6232",0.0031706327003039,0.00316057978858366
"22617_3412",0.0034339378380454,0.00342214590896984
"22617_1113",0.014010027537329,0.0138137466657323
"22617_3122",0.00318160374770979,0.00317148114530235
"22617_4213",0.0136260408781226,0.0134403718881104
"22617_2125",0.00283053023072113,0.0028225183293341
"22617_3520",0.00153594663682542,0.00153358750475424
"22617_1111",0.00935830343722915,0.0092707255940059
"22617_9224",0.00550746579775971,0.00547713361824622
"22617_3121",0.00198575958046715,0.00198181633935573
"22617_1132",0.0246738856158597,0.0240650849844752
"22617_9221",0.00141526511536056,0.00141326214001381
"22617_1181",0.010641915983719,0.0105286656079144
"22617_3434",0.00460783991047625,0.00458660772183568
"22617_8212",0.00878780897212257,0.00871058338559205
"22617_4133",0.0034339378380454,0.00342214590896984
"22617_1114",0.0233134757375287,0.0227699575865643
"22617_5412",0.00117390207243086,0.0011725240263552
"22617_5245",0.00465172410009984,0.00463008556299639
"22617_3229",0.00969840590681192,0.00960434682967864
"22617_8113",0.00284150127812702,0.00283342714861343
"22617_5242",0.00432259267792296,0.00430390787046373
"22617_8134",0.00178828072716102,0.00178508277920189
"22617_8124",0.00110807578799548,0.00110684795604354
"22617_9251",0.00477240562156469,0.00474962976614795
"22617_8111",0.00270984870925627,0.00270250542922921
"22617_1172",0.00404831649277556,0.00403192762634989
"22617_3416",0.0029073275625624,0.00289887500900636
"22617_5499",0.00126167045167802,0.00126007863934938
"22617_3223",0.00166759920569617,0.00166481831858533
"22617_9149",0.0140319696321408,0.0138350734603835
"22617_9132",0.00233683309745581,0.00233137230853045
"22617_5232",0.00156885977904311,0.00156639845803681
"22617_5432",0.00207352795971431,0.0020692284415146
"22617_5312",0.00172245444272565,0.00171948759341838
"22617_5422",0.00134943883092519,0.00134761784576678
"22617_2215",0.00319257479511569,0.00318238226129328
"22617_9222",0.00128361254648981,0.00128196488532031
"22617_5319",0.00318160374770979,0.00317148114530235
"22617_3212",0.00796498041668038,0.00790153950364228
"22617_9211",0.00726283338270305,0.00721008463395814
"22617_8229",0.00116293102502496,0.00116157861645599
"22617_8125",0.00148109139979594,0.00147889776806139
"22617_2313",0.0118487311983675,0.0117083387673563
"22617_4214",0.00190896224862588,0.0019053181117592
"22617_3114",0.00141526511536056,0.00141326214001381
"22617_8138",0.00247945671373246,0.00247330900813719
"22617_3564",0.00427870848829938,0.00426040114197153
"22617_9133",0.00134943883092519,0.00134761784576678
"22617_8213",0.0050137686644944,0.00498863078827333
"22617_3544",0.003159661652898,0.00314967819113721
"22617_1224",0.00461881095788215,0.0045974775432175
"22617_3232",0.00558426312960098,0.00555307913490036
"22617_2452",0.00310480641586852,0.0030951665929885
"22617_4134",0.00482726085859417,0.00480395841119725
"22617_1142",0.00586951036215427,0.00583505921026284
"22617_9259",0.00250139880854425,0.00249514181254486
"22617_1133",0.00299509594180956,0.00298612534210892
"22617_3535",0.00285247232553292,0.00284433572716499
"22617_1184",0.0081844013647983,0.00811741693909819
"22617_1211",0.0018541070115964,0.00185066929878595
"22617_5112",0.00168954130050796,0.00168668675070184
"22617_4142",0.00452007153122909,0.00449964048458166
"22617_1162",0.00204061481749663,0.00203645070866324
"22617_2419",0.00193090434343767,0.00192717595185416
"22617_8116",0.002106441101932,0.00210200400781609
"22617_1131",0.00279761708850344,0.00278979042712955
"22617_1232",0.00233683309745581,0.00233137230853045
"22617_6211",0.00227100681302044,0.00226584934107565
"22617_3536",0.00160177292126079,0.00159920724476951
"22617_8114",0.00175536758494333,0.00175228626958506
"22617_3415",0.00181022282197281,0.00180694591530762
"22617_6131",0.0015908018738549,0.00158827122325304
"22617_1185",0.00410317172980504,0.00408633571156077
"22617_3313",0.00216129633896148,0.00215662513709667
"22617_9244",0.00200770167527894,0.00200367080926202
"22617_8214",0.00276470394628575,0.00275706035837514
"22617_3567",0.00381792449725175,0.00380334794978504
"22617_8215",0.00140429406795467,0.00140232202612537
"22617_9241",0.00329131422176875,0.00328048147246233
"22617_3213",0.00110807578799548,0.00110684795604354
"22617_9249",0.00165662815829027,0.00165388374143543
"22617_6213",0.00220518052858506,0.00220031770742141
"22617_9229",0.00122875730946033,0.00122724746493478
"22617_1226",0.00193090434343767,0.00192717595185416
"22617_1123",0.00348879307507488,0.00347662139795419
"22617_3314",0.00121778626205444,0.00121630325867439
"22617_1222",0.00114098893021317,0.0011396870744743
"22618_0",0.0480751297326356,0.0457639116338258
"22618_1",0.029490175427048,0.02862050498033
"22619_0",0.0593753085607083,0.055849881294029
"22619_1",0.00452007153122909,0.00449964048458166
"22620_0",0.945770112672657,0.0512890066478068
"22620_1",0.281933976236711,0.202447209280069
"22630_0",0.0683348250768572,0.0636651767585725
"22630_9",0.805152352414679,0.156882041815788
"22630_1",0.235280382924077,0.179923524335177
"22640_0",0.359146982137993,0.230160427359165
"22640_1",0.494921586177375,0.249974209713046
"22640_9",0.341051484609098,0.224735369455028
"22650_9",0.964314900572051,0.0344116731067662
"22650_0",0.031093123710939,0.0301263413688353
"22650_1",0.0511343736622952,0.04851964949246
"22660_108",0.763587615339637,0.180521569039564
"22660_103",0.181265330411182,0.148408210402107
"22660_105",0.354288597376387,0.228768187145459
"22660_101",0.219429535570392,0.171280214489754
"22660_102",0.0370975336982754,0.0357213066917807
"22660_106",0.0298709715430389,0.0289786966021139
"22660_107",0.0530554657417477,0.050240583296674
"24014",0.0689624183465421,0.0642066032023386
"40001_C349",0.120985481742191,0.106347994949801
"40001_C159",0.0325560932688077,0.0314961940598804
"40001_C169",0.0137483501979762,0.01355933306481
"40001_C189",0.0267267927848658,0.0260124713323007
"40001_C19",0.0129784425868896,0.0128100026149084
"40001_C20",0.0136383633963924,0.0134523584402604
"40001_C221",0.0134183897932248,0.0132383366085819
"40001_C259",0.0435547734271887,0.041657755138895
"40001_C439",0.012758468983722,0.0125956904529134
"40001_C459",0.0119885613726353,0.0118448357688498
"40001_C509",0.0562032556093269,0.0530444496682395
"40001_C56",0.024857017157941,0.0242391458559509
"40001_C64",0.0195776506819182,0.019194366275695
"40001_C679",0.0126484821821381,0.0124884980806263
"40001_C719",0.0296964364276287,0.0288145580911285
"40001_C80",0.019687637483502,0.0193000344138202
"40001_C900",0.0114386273647162,0.0113077851687274
"40001_C920",0.0124285085789705,0.012274040753473
"40001_G122",0.0134183897932248,0.0132383366085819
"40001_I219",0.0531236251649802,0.0503015056143109
"40001_I251",0.0391553013638363,0.0376221637389435
"40001_I259",0.0360756709194897,0.0347742168871983
"40001_I64",0.0113286405631324,0.0112003024661238
"40001_J841",0.0131984161900572,0.0130242180001312
"5992",0.79093670135931,0.165355835802164
"6015",0.96400733183981,0.0346971959989001
"6016",0.969457512496325,0.0296096439607632
"6017",0.0355561344100026,0.0342918957158204
"6020_1",0.929786879478586,0.0652832382280593
"6020_31",0.00977651045234877,0.00968093029572389
"6020_32",0.0038143203658785,0.00379977132602494
"6020_33",0.0541226137352565,0.0511933564177208
"6020_34",0.00249967596793008,0.00249342758798544
"6034",0.10285566132079,0.0922763742550527
"6070_1",0.86113756226194,0.119579661123504
"6070_6",0.0984471139759742,0.0887552797257758
"6070_7",0.0404153237620861,0.0387819253672919
"6072_1",0.855826816358675,0.12338727676005
"6072_6",0.101463343162213,0.0911685331565601
"6072_7",0.0427098404791121,0.0408857100053609
"6138_3",0.47174513143653,0.249201662402461
"6138_1",0.324377917432296,0.219156884114583
"6138_100",0.170866091081222,0.141670869999846
"6138_2",0.274938539892434,0.199347339174251
"6138_6",0.29154325700813,0.206545786301222
"6138_5",0.186111553940858,0.151474043430577
"6138_4",0.130533157693071,0.113494252435747
"6139_100",0.176781478951081,0.14552978765095
"6139_1",0.698982964234335,0.210405779944517
